Date,ProductName,ProductCategory,ProductSubCategory,ProductPrice,CustomerName,CustomerEmail,CustomerAddress,CustomerPhone,CustomerSegment,SupplierName,SupplierLocation,SupplierContact,ShipperName,ShippingMethod,QuantitySold,TotalAmount,DiscountAmount,NetAmount,StockReceived,StockSold,StockOnHand
2022-10-21,Katie,Books,Non-fiction,642.11,Mary Williams,iowens@example.net,"05493 Christina Union, East Amanda, MN 48580",5729512036,Silver,Randall-Ballard,Popeport,933.564.7029x6917,Ltd,Sea,56,35958.16,25.7,35932.46000000001,367,313,54
2023-01-13,Nathaniel,Electronics,Camera,652.35,Darren Delacruz,dunnpatricia@example.com,"894 Allison Junctions, West Lauren, MN 56171",780.355.9116x348,Silver,"Thornton, Jackson and Gray",Leslieville,001-575-242-3572x740,Group,Sea,49,31965.15,168.87,31796.28,201,128,73
2023-08-09,Cynthia,Electronics,Headphones,872.85,Tiffany Spencer,sabrina65@example.net,"90176 Ashley Valleys, Rebeccahaven, PR 21230",+1-919-470-5699x19488,Silver,Brown-Miller,Seanfort,(502)758-2166,Inc,Sea,78,68082.3,131.93,67950.37000000001,443,312,131
2021-10-17,Pamela,Electronics,Headphones,651.11,Joel Mcintosh,mortonchristopher@example.org,"9586 Isabel Glen Apt. 083, Berrybury, KY 37360",001-859-598-5365x26894,Silver,Higgins and Sons,West Johnbury,230-568-4141,Group,Ground,72,46879.92,174.1,46705.82,155,136,19
2023-05-16,Fred,Books,Academic,InvalidPrice,Chelsea Ramirez,vasquezjessica@example.com,"07011 Lin Isle, Wayneport, UT 60437",406.292.8033,Bronze,Randall-Ballard,Popeport,933.564.7029x6917,Ltd,Air,9,8563.77,162.63,8401.140000000001,343,219,124
2022-11-26,Kristine,Electronics,Headphones,228.82,Kevin Hudson,nallison@example.com,"61032 Ponce Spur, Paulside, MO 40763",813-746-0577x60444,Gold,Peck Group,West Lindafurt,+1-838-976-6137,LLC,Sea,30,6864.599999999999,41.84,6822.759999999999,90,47,43
2022-05-29,NonExistentProduct,Books,Academic,951.53,Joanne Hernandez,vparks@example.com,"252 Ashley Center Apt. 560, Lake Douglas, GA 68263",001-674-335-3711x26500,Bronze,"Colon, Palmer and Welch",Antonioshire,230-757-6575x898,Group,Air,65,61849.45,276.23,61573.22,496,351,145
2022-10-31,Shannon,Home & Garden,Gardening Tools,68.01,Scott Herrera,andrewlozano@example.net,"91082 Roberts Wall, Martinfurt, TN 10562",692.787.5788,Silver,King-Rodriguez,South Lindatown,7724600682,Group,Sea,62,4216.62,8.43,4208.19,218,203,15
2023-05-16,Tammy,Home & Garden,Furniture,431.82,Joshua Bennett,mariethomas@example.net,"361 Alejandro Flat, North Timothy, TN 56676",(889)788-7980x051,Silver,"Mathis, Olson and Ryan",Herreraland,(906)306-1777x264,Ltd,Sea,81,34977.42,92.75,34884.67,210,150,60
2022-08-31,Wanda,Toys,Educational,268.61,Danielle Powell,qgoodman@example.org,"72789 Lee Cove Apt. 006, Wattsland, NM 72862",(305)907-1933x470,Bronze,Brown-Miller,Seanfort,(502)758-2166,PLC,Ground,59,15847.990000000002,34.75,15813.240000000002,370,349,21
2023-03-26,Cynthia,Electronics,Headphones,87285.0,Roy Steele,crystal43@example.net,"0527 Perry Forges, East Danielmouth, HI 07774",001-468-758-0918,Silver,Randall-Ballard,Popeport,933.564.7029x6917,PLC,Sea,20,17457.0,1.15,17455.85,53,34,19
2023-06-16,Pamela,Electronics,Headphones,651.11,James Mcclain,ioconnell@example.org,"7601 Thomas Mount Suite 272, North Timothy, MO 67752",001-966-389-6291x41905,Gold,"Mathis, Olson and Ryan",Herreraland,(906)306-1777x264,LLC,Sea,32,20835.52,174.46,20661.06,171,165,6
2022-01-02,Marvin,Clothing,Shirt,99513.0,Sara Stevens,loriwashington@example.net,"259 Douglas Lakes Apt. 486, North Lisaside, NJ 70635",001-401-789-7521x37568,Gold,White and Sons,West Scott,288-572-7043,Ltd,Air,63,62693.19,287.49,62405.7,222,65,157
02-06-2022,Martha,Books,Fiction,43310.0,Tiffany Reyes,dking@example.com,"6275 Brown Lights Suite 598, North Johntown, NM 79396",896.905.9902x130,Bronze,Peck Group,West Lindafurt,+1-838-976-6137,and Sons,Ground,85,36813.5,71.64,36741.86,223,21,202
2023-09-16,Angela,Toys,Action Figures,386.57,Larry Moore,dave17@example.org,"12622 Thomas Mount Suite 913, West Davidville, WI 12076",001-585-359-4718,Gold,Brown-Miller,Seanfort,(502)758-2166,LLC,Sea,59,22807.63,102.27,22705.36,313,95,218
2022-01-30,Anthony,InvalidCategory,Academic,693.39,Eric Velazquez,maykara@example.net,"Unit 1707 Box 9928, DPO AA 97839",784-842-7255,Silver,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,LLC,Sea,47,32589.33,3.04,32586.29,195,180,15
2023-05-19,Fred,InvalidCategory,Academic,951.53,Christopher Douglas,masoncampbell@example.net,"776 Anthony Locks, Jamieborough, IA 00607",+1-467-247-3588x232,Silver,"Mack, Wright and Mclaughlin",Alexandrachester,856-399-9995x715,Inc,Ground,33,31400.49,219.34,31181.15,267,121,146
2022-07-23,Elizabeth,Clothing,Shirt,840.19,Dawn Ware,herreramatthew@example.org,"3934 Ellen Squares, South April, FM 29020",+1-959-219-0875x4459,Gold,"Colon, Palmer and Welch",Antonioshire,230-757-6575x898,LLC,Sea,40,33607.600000000006,99.71,33507.89000000001,434,299,135
2023-01-11,NonExistentProduct,Home & Garden,Decor,364.01,Stacy Ballard,rallen@example.org,"0373 Dale Center Apt. 820, South Angelaton, SD 17827",+1-801-638-7198x726,Bronze,"Ramirez, Hicks and Lara",Dustinmouth,853-738-3918,Group,Ground,41,14924.41,88.09,14836.32,417,294,123
01-26-2023,Martha,Books,Fiction,433.1,Omar Bryant,lopezmonica@example.org,"842 Mary Square, Emilyberg, WV 38389",+1-697-256-4864x39009,Gold,"Thornton, Jackson and Gray",Leslieville,001-575-242-3572x740,Group,Air,69,29883.9,120.61,29763.29,211,81,130
2022-03-02,Shawn,Electronics,Headphones,461.09,Caroline Knight,deleonrobert@example.net,"2874 Marilyn Rue Suite 258, East Samuelshire, VI 56305",509.845.2792x047,Gold,"Ramirez, Hicks and Lara",Dustinmouth,853-738-3918,and Sons,Ground,77,35503.93,28.64,35475.29,102,9,93
2023-07-18,Tammy,Home & Garden,Furniture,431.82,Marc Day,jeremiah32@example.com,"0706 Wilson Key, North Anthony, CT 09966",302-273-5532x6092,Silver,"Colon, Palmer and Welch",Antonioshire,230-757-6575x898,PLC,Air,91,39295.62,54.85,39240.77,156,6,150
2022-03-09,Wanda,Toys,Educational,InvalidPrice,Regina Howell,jorgepeterson@example.net,"03568 Timothy Camp Apt. 588, East Markhaven, VI 24825",709.535.5304x03917,Bronze,King-Rodriguez,South Lindatown,7724600682,Inc,Ground,39,10475.79,70.74,10405.05,198,33,165
2023-04-22,NonExistentProduct,Toys,Action Figures,386.57,Jennifer Morgan,anna06@example.org,"9008 Sue Light, Amandaside, DC 33627",752-223-5129x343,Gold,Randall-Ballard,Popeport,933.564.7029x6917,PLC,Ground,4,1546.28,52.55,1493.73,438,393,45
10-30-2021,NonExistentProduct,Electronics,Headphones,651.11,Kathleen Burgess,thomas70@example.org,"49626 Anderson Island Apt. 559, Cynthiachester, NV 38094",279.394.6929x802,Bronze,Brown-Miller,Seanfort,(502)758-2166,PLC,Air,98,63808.78,163.79,63644.99,220,194,26
2023-06-30,Anthony,Books,Academic,693.39,Christopher George,,"Unit 2507 Box 7943, DPO AP 87575",001-852-660-7302x975,Silver,"Wagner, Jackson and Holt",Port Sarahview,+1-362-752-2777x1817,Ltd,Sea,16,11094.24,20.54,11073.7,271,124,147
2021-12-23,Shawn,Electronics,Headphones,461.09,John Ball,seth83@example.com,"6499 Kenneth Pike, New Amanda, KY 49220",+1-970-652-2173x5471,Silver,Randall-Ballard,Popeport,933.564.7029x6917,Inc,Air,54,24898.86,20.11,24878.75,454,385,69
2022-11-04,NonExistentProduct,Home & Garden,Furniture,431.82,Stephanie Ayers,ifuentes@example.com,"USNV Tyler, FPO AE 69638",228.625.1563x609,Gold,Soto-Rivera,West Denise,805-650-6257x5876,Group,Ground,85,36704.7,12.4,36692.3,148,71,77
2023-01-22,NonExistentProduct,Books,Non-fiction,642.11,Donna Green,lucastommy@example.net,"0841 Torres Groves Suite 226, Robertville, UT 15418",662-933-1102,Bronze,"Rodriguez, Winters and Perez",Irwinhaven,,LLC,Ground,58,37242.38,178.61,37063.77,107,26,81
2022-04-25,Marvin,Clothing,Shirt,995.13,Christopher Howard,deanna99@example.com,"66719 Leah Drive, Brownside, MN 66526",(373)746-2697x4336,Gold,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Inc,Ground,27,26868.51,68.09,26800.42,461,358,103
2022-11-08,Fred,Books,Academic,0.01,Sandra Turner,chasegabriel@example.net,"234 Ruiz Shore Apt. 554, Heathertown, VA 82818",001-225-385-1516,Gold,King-Rodriguez,South Lindatown,7724600682,Ltd,Sea,46,43770.38,21.83,43748.55,66,59,7
2022-11-20,Jamie,Books,Fiction,93030.0,David Murillo,victor70@example.net,"5020 Albert Crest Apt. 118, New Rebecca, AZ 90073",724-204-2360x1639,Bronze,Higgins and Sons,West Johnbury,230-568-4141,LLC,Sea,64,59539.2,126.43,59412.77,130,26,104
2022-11-28,NonExistentProduct,Toys,Educational,26861.0,Michael Rivera,martinmason@example.org,"81851 Philip Valley Apt. 118, Saraport, WV 56456",875-213-8819x1980,Silver,Higgins and Sons,West Johnbury,230-568-4141,PLC,Sea,100,26861.0,43.35,26817.65,76,72,4
2023-08-03,Tammy,Home & Garden,Furniture,431.82,Michael Dodson,rubencameron@example.com,"08161 Dawson Station Suite 448, Ruizview, TX 84520",4652917971,Silver,Randall-Ballard,Popeport,933.564.7029x6917,PLC,Sea,37,15977.34,65.45,15911.89,382,46,336
03-23-2023,Shannon,Home & Garden,Gardening Tools,68.01,Daniel Terry,sarahoneal@example.org,"45774 Lisa Forks Apt. 337, Jacksonhaven, MD 92103",3919657008,Gold,"Wagner, Jackson and Holt",Port Sarahview,+1-362-752-2777x1817,and Sons,Ground,86,5848.860000000001,15.3,5833.56,390,20,370
2022-11-08,NonExistentProduct,Toys,Educational,268.61,Heather Baxter,williamsjoseph@example.com,"6698 Michael Canyon, Garyside, VI 23911",+1-601-398-4734x64870,Bronze,"Ramirez, Hicks and Lara",Dustinmouth,,LLC,Sea,75,20145.75,61.96,20083.79,492,234,258
2023-01-20,Shannon,Home & Garden,Gardening Tools,68.01,Laura Lucas,gary76@example.org,"72836 Tiffany Ways, Richardsburgh, FM 06012",2337188960,Silver,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,and Sons,Air,86,5848.860000000001,6.69,5842.170000000001,347,179,168
2023-08-25,Marvin,Clothing,Shirt,995.13,Mr. Jeffrey Rogers,mitchelldarrell@example.com,"38206 Monroe Shoals, Port Peter, KY 84461",281.288.3654,Bronze,Lee-Miller,South Emilyview,+1-588-750-7646,PLC,Ground,22,21892.86,161.56,21731.3,57,34,23
2021-10-12,Justin,InvalidCategory,Headphones,660.05,Adam Austin,howardnicole@example.com,"9328 Burns Coves Apt. 135, Mcguirestad, WA 84183",(256)415-2227x9559,Silver,King-Rodriguez,South Lindatown,7724600682,Ltd,Air,49,32342.45,167.2,32175.25,409,56,353
2023-01-14,Shawn,Electronics,Headphones,0.01,Kristen Griffin,shaun14@example.net,"04185 Harrison Overpass Suite 840, South Jeffrey, CT 39457",834.357.9276,Silver,"Thornton, Jackson and Gray",Leslieville,001-575-242-3572x740,Ltd,Sea,33,15215.97,130.12,15085.85,369,215,154
2023-07-09,Robert,Electronics,Mobile,InvalidPrice,Andrew Johnson,deannahodge@example.net,"601 Le Dale, Zamorabury, MA 40898",348-370-5171x755,Gold,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,Group,Air,95,80505.84999999999,114.26,80391.59,457,445,12
2022-10-20,Michael,Toys,Dolls,46.23,Ryan Pearson,qlee@example.org,"905 Gordon Forks Apt. 279, Michellefort, SD 82088",001-507-945-9443,Bronze,Soto-Rivera,West Denise,805-650-6257x5876,Ltd,Air,100,4623.0,7.01,4615.99,496,257,239
2023-08-06,Pamela,Electronics,Headphones,651.11,Timothy Mendez,staffordgreg@example.net,"8088 Simon Grove Suite 941, Port Jennifer, RI 55199",(986)426-5606x19698,Bronze,King-Rodriguez,South Lindatown,,Ltd,Ground,99,64459.89,27.2,64432.69,111,37,74
2023-08-24,Angela,Toys,Action Figures,386.57,Bradley Smith,garciashawn@example.com,"Unit 6079 Box 2184, DPO AP 21061",(449)651-5198x65597,Gold,Roman-Chambers,Dennischester,001-324-909-1637x2831,LLC,Ground,87,33631.59,88.77,33542.82,401,359,42
2022-09-07,Robert,Electronics,Mobile,847.43,Angela Livingston,twillis@example.net,"7533 Yoder Circle, Sandraberg, NJ 81571",001-743-813-5413x620,Bronze,"Ramirez, Hicks and Lara",Dustinmouth,853-738-3918,Inc,Air,45,38134.35,82.1,38052.25,427,98,329
2022-11-17,Wanda,Toys,Educational,InvalidPrice,Eric Mueller,mmclaughlin@example.net,"391 Joshua Ridge, Manuelton, GU 62834",940.460.7216x796,Silver,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,PLC,Sea,92,24712.120000000003,24.62,24687.500000000004,67,56,11
2023-05-12,Pamela,Electronics,Headphones,651.11,Cheryl Reyes,martineznicholas@example.net,"7153 Macias Lane, Rodriguezhaven, AR 96231",(974)550-0315,Gold,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Group,Air,50,32555.5,172.78,32382.72,480,32,448
2022-08-08,Kristine,Electronics,Headphones,228.82,Christina Ortiz,lisasanders@example.org,"5118 Woods Divide Apt. 206, West Kristine, TN 73925",+1-223-657-4135x83375,Gold,Campos-Murillo,Lawsontown,822-222-4939,Ltd,Ground,50,11441.0,64.25,11376.75,217,120,97
2021-10-29,Robert,Electronics,Mobile,84743.0,Ashley Lee,vjohnson@example.com,"0767 Peggy Brooks Apt. 033, North Robertmouth, LA 70626",7767306834,Gold,Higgins and Sons,West Johnbury,230-568-4141,PLC,Air,88,74573.84,126.36,74447.48,410,277,133
2023-04-02,Shannon,Home & Garden,Gardening Tools,68.01,Randy French,teresaphillips@example.org,"53870 Hernandez Creek, North Luis, MD 89241",+1-635-298-8263,Silver,Roman-Chambers,Dennischester,001-324-909-1637x2831,Inc,Sea,85,5780.85,14.3,5766.55,337,3,334
2023-05-08,Wanda,Toys,Educational,268.61,Kevin Garcia,gonzaleztracy@example.com,"662 Ramos Burg, West Jasonchester, MN 87851",2315034563,Gold,Randall-Ballard,Popeport,933.564.7029x6917,Group,Air,15,4029.15,61.24,3967.91,447,64,383
2022-04-14,Shannon,Home & Garden,Gardening Tools,68.01,Jeffrey Butler,warderic@example.net,"Unit 0691 Box 3687, DPO AP 03593",835-591-7162,Bronze,"Mack, Wright and Mclaughlin",Alexandrachester,856-399-9995x715,Group,Air,76,5168.76,7.33,5161.43,77,16,61
2021-12-15,Michael,Toys,Dolls,4623.0,David Caldwell,uwalker@example.com,"31353 Daniel Mission, Steelemouth, DC 31219",+1-336-837-4927,Gold,Smith PLC,Lake Candiceton,459-301-8580,and Sons,Ground,14,647.2199999999999,0.07,647.1499999999999,341,15,326
2022-12-07,Amy,Home & Garden,Decor,364.01,Angela Andrews,bakerchristina@example.com,"93042 Johnson Mountains, North Fernandomouth, AR 57519",001-592-927-1722x44328,Gold,"Mathis, Olson and Ryan",Herreraland,(906)306-1777x264,PLC,Air,43,15652.43,72.88,15579.55,206,194,12
2022-11-08,Marvin,Clothing,Shirt,995.13,Wesley Burton,joshuagross@example.net,"891 Wells Fork Apt. 636, Port Vanessaborough, FM 26244",001-734-218-5334x796,Gold,"Mack, Wright and Mclaughlin",Alexandrachester,856-399-9995x715,Ltd,Sea,52,51746.76,172.12,51574.64,459,353,106
09-05-2022,Fred,Books,Academic,951.53,Eric Gonzales,zroberts@example.com,"596 Natalie Landing Apt. 154, Port Ericburgh, FL 13140",(699)319-2102x44276,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,Inc,Sea,6,5709.18,61.25,5647.93,131,49,82
2023-06-30,Michael,Toys,Dolls,46.23,Bridget Mullins,keithnielsen@example.org,"001 Becky Stream Suite 767, Smithhaven, VA 02228",(765)401-7003x36452,Bronze,"Ramirez, Hicks and Lara",Dustinmouth,853-738-3918,Inc,Ground,20,924.6,7.99,916.61,77,22,55
2022-12-19,Justin,Electronics,Headphones,660.05,Scott Adams,laurennunez@example.org,"USNS Spencer, FPO AP 79237",836.265.8120,Gold,"Gilbert, Miller and Lee",Lake Juanland,,LLC,Ground,38,25081.9,0.81,25081.09,336,301,35
2021-10-11,Robert,Electronics,Mobile,847.43,Kristin Hall,longjennifer@example.net,"5112 Bryan Crossing Apt. 631, Port Michael, WY 68678",744.460.0996x63044,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,Group,Sea,54,45761.22,201.13,45560.09,101,56,45
2022-03-20,Amy,Home & Garden,Decor,364.01,Morgan Lewis,jonathan24@example.org,"352 Hall Meadow Apt. 311, Douglasstad, AZ 21656",001-793-394-4233x634,Bronze,Roman-Chambers,Dennischester,001-324-909-1637x2831,Inc,Ground,21,7644.21,72.62,7571.59,62,14,48
2022-10-16,Kristine,Electronics,Headphones,228.82,John Cox,jeffrey68@example.com,"283 Douglas Via Apt. 196, Erikburgh, OK 04690",+1-292-284-5981x6205,Bronze,"Thornton, Jackson and Gray",Leslieville,001-575-242-3572x740,and Sons,Sea,54,12356.28,24.86,12331.419999999998,130,129,1
2022-04-19,Anthony,Books,Academic,693.39,Greg Anderson,,"PSC 8324, Box 0677, APO AA 83232",+1-708-842-7680,Gold,Peck Group,West Lindafurt,+1-838-976-6137,Ltd,Sea,25,17334.75,164.0,17170.75,260,8,252
2023-02-20,Angela,Toys,Action Figures,386.57,Kevin Pennington,zrobles@example.com,"2096 Kimberly Shoals Apt. 656, New Scott, DE 76286",001-381-586-0925x53652,Bronze,Higgins and Sons,West Johnbury,230-568-4141,Group,Air,58,22421.06,2.8,22418.26,182,66,116
2022-02-06,Justin,Electronics,Headphones,660.05,Eric Perez,dgarner@example.com,"7072 Ryan Forest, New Beverly, AL 67327",566-435-3103x726,Bronze,Lee-Miller,South Emilyview,+1-588-750-7646,and Sons,Ground,99,65344.95,13.35,65331.6,432,365,67
2023-05-30,Anthony,Books,Academic,99999.99,James Miles,,"79729 Stephen Isle, North Chad, CO 90645",(913)662-2332,Gold,"Rodriguez, Winters and Perez",Irwinhaven,6538306661,Group,Ground,80,55471.2,94.28,55376.92,131,52,79
2022-06-03,Jamie,Books,Fiction,930.3,Maria Smith,sheila06@example.com,"USCGC Orozco, FPO AE 72786",001-374-540-4917,Bronze,Smith PLC,Lake Candiceton,459-301-8580,LLC,Air,78,72563.4,113.37,72450.03,141,39,102
2022-08-19,Martha,Books,Fiction,43310.0,Autumn Jennings,kelleymaria@example.org,"1696 Lowery Loaf, East Jerryton, IN 60098",254.479.4307,Gold,"Mathis, Olson and Ryan",Herreraland,,and Sons,Air,40,17324.0,36.49,17287.51,95,22,73
2023-08-26,Katie,Books,Non-fiction,64211.0,Felicia Lee,,"500 Tasha Hollow Suite 682, Turnerchester, ID 90399",749.632.0986,Gold,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,Group,Ground,47,30179.17,30.77,30148.4,284,59,225
2022-10-03,Katie,InvalidCategory,Non-fiction,99999.99,Jeffrey Holmes,margaret66@example.org,"73907 Miller Throughway Suite 304, Annmouth, RI 47415",(953)634-5290x194,Gold,Soto-Rivera,West Denise,805-650-6257x5876,Group,Sea,78,50084.58,128.33,49956.25,447,131,316
2022-05-22,Anthony,Books,Academic,693.39,Misty Eaton,berrysarah@example.com,"33170 White Forest, North Justinton, AL 75285",001-738-526-7495x2032,Gold,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Group,Air,99,68645.61,8.29,68637.32,178,48,130
2023-09-19,Katie,InvalidCategory,Non-fiction,64211.0,Adam Peters,cortezheather@example.org,"USCGC Parker, FPO AP 35012",815.812.0436x1252,Silver,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,Ltd,Sea,65,41737.15,104.75,41632.4,499,54,445
2022-02-18,Wanda,Toys,Educational,0.01,Richard West,kguzman@example.net,"178 Timothy Garden, New Crystal, IL 86414",(239)550-5503,Gold,Brown-Miller,Seanfort,(502)758-2166,PLC,Ground,23,6178.030000000001,11.95,6166.080000000001,367,39,328
2022-12-18,Elizabeth,Clothing,Shirt,840.19,William Bolton,amandamontgomery@example.org,"351 Wu Glens, Port Brian, AS 78072",528.728.2009x67630,Bronze,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Group,Air,34,28566.460000000003,86.06,28480.4,308,100,208
2023-08-05,NonExistentProduct,Toys,Educational,268.61,Erik Cummings,sherry57@example.com,"0167 Smith Pines, Petersville, PW 52045",229-633-7034x489,Bronze,White and Sons,West Scott,288-572-7043,Group,Ground,10,2686.1000000000004,70.24,2615.8600000000006,106,12,94
2021-10-19,Cynthia,Electronics,Headphones,872.85,Paul King,mckeekelly@example.net,"4486 Green Vista Suite 286, Maryview, ME 98807",+1-601-512-8230,Bronze,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,and Sons,Sea,42,36659.7,41.5,36618.2,229,165,64
2022-01-25,Amy,InvalidCategory,Decor,364.01,Tracey Harris,keith90@example.net,"79726 Meyers Walks Suite 327, Travisborough, NY 12410",514.983.9424,Gold,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Group,Sea,82,29848.82,43.19,29805.63,146,80,66
09-08-2022,Fred,InvalidCategory,Academic,951.53,Brandon Brown,glenda71@example.net,"77609 Laura Vista, South Janet, MN 12917",450-786-8651,Silver,Randall-Ballard,Popeport,933.564.7029x6917,PLC,Air,58,55188.74,197.09,54991.65,465,363,102
2022-09-19,Wanda,Toys,Educational,0.01,Brian Mercado,earl21@example.org,"9446 Keith Manor, Rogerview, MS 61280",419.970.0651x920,Silver,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,Ltd,Ground,12,3223.32,72.89,3150.4300000000003,131,126,5
2021-12-13,Angela,Toys,Action Figures,386.57,Lisa Fuller,xjohnson@example.net,"215 Sims Forges, South Candice, NJ 49976",001-961-340-5226x99193,Bronze,Lawson-Wilkins,Calderonchester,,PLC,Ground,8,3092.56,23.94,3068.62,374,28,346
04-15-2022,Nathaniel,Electronics,Camera,652.35,Lisa Davis,igarcia@example.org,"USS Pugh, FPO AA 18948",912.326.9878x11184,Bronze,"Mathis, Olson and Ryan",Herreraland,(906)306-1777x264,Group,Sea,48,31312.800000000003,174.64,31138.160000000003,367,278,89
2022-08-14,Kristine,InvalidCategory,Headphones,InvalidPrice,Allison Ross,mholden@example.com,"75098 Leonard Dale Apt. 148, Williamton, NH 41051",474.611.5290,Silver,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,Group,Ground,90,20593.8,49.58,20544.22,434,358,76
2023-06-10,Martha,Books,Fiction,433.1,Ashley Bernard,kellyjohnson@example.org,"8680 Joseph Mill, East Ashleyview, NJ 73453",252.906.2572x6197,Gold,"Rodriguez, Winters and Perez",Irwinhaven,6538306661,and Sons,Ground,29,12559.9,72.96,12486.940000000002,306,131,175
2023-02-04,Wanda,Toys,Educational,268.61,Arthur Anderson,huangphilip@example.org,"PSC 8333, Box 0663, APO AP 94128",(470)926-5253x59131,Silver,Higgins and Sons,West Johnbury,230-568-4141,and Sons,Ground,99,26592.390000000003,71.23,26521.160000000003,442,335,107
2023-07-02,Justin,Electronics,Headphones,660.05,Jason Arnold,lowedavid@example.com,"55891 Braun Point, East Katrinabury, CA 97704",(686)871-8864x772,Silver,King-Rodriguez,South Lindatown,7724600682,Group,Air,34,22441.7,42.63,22399.07,417,316,101
2023-09-08,Cynthia,Electronics,Headphones,872.85,Tyler Dennis,svaldez@example.com,"6819 Lance Estates Apt. 325, Lake Samantha, NH 34803",844.792.8325x7312,Gold,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,and Sons,Air,44,38405.4,165.66,38239.74,446,439,7
2021-12-16,Angela,Toys,Action Figures,386.57,Leah Walters,bgarcia@example.org,"053 Ronald Mission Suite 095, West Janet, OR 94815",+1-869-708-4635x8368,Bronze,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,PLC,Ground,86,33245.02,114.33,33130.689999999995,457,145,312
2021-11-25,Pamela,Electronics,Headphones,InvalidPrice,Kiara Romero,carol63@example.com,"60073 Jeremy Groves, Turnerburgh, IA 20164",001-387-539-9312,Bronze,Roman-Chambers,Dennischester,001-324-909-1637x2831,PLC,Ground,17,11068.87,186.73,10882.14,172,133,39
11-01-2021,Justin,InvalidCategory,Headphones,660.05,Richard Peters,jlewis@example.com,"7483 Brian Skyway, Port Angela, SC 21995",001-579-521-5721x88218,Gold,White and Sons,West Scott,,Group,Ground,31,20461.55,95.25,20366.3,446,27,419
2022-04-11,Cynthia,Electronics,Headphones,872.85,Beth Kelly,xarmstrong@example.org,"PSC 4034, Box 3873, APO AA 99179",001-822-619-2842x78240,Silver,"Ramirez, Hicks and Lara",Dustinmouth,853-738-3918,and Sons,Air,70,61099.5,113.42,60986.08,358,159,199
2023-08-14,NonExistentProduct,Books,Non-fiction,642.11,Jordan Hamilton,andrea96@example.net,"866 Montoya Station Apt. 597, Lake Elizabeth, OH 11118",402-507-8500x15821,Bronze,Smith PLC,Lake Candiceton,459-301-8580,Ltd,Air,56,35958.16,93.01,35865.15,336,140,196
2021-11-30,Martha,Books,Fiction,433.1,Amy Burton,umccarthy@example.net,"3937 Williams Underpass, Berryport, AL 71722",977-480-8745,Gold,Smith PLC,Lake Candiceton,459-301-8580,Group,Air,46,19922.6,70.02,19852.58,175,81,94
2022-04-06,Shawn,Electronics,Headphones,0.01,Brenda Williams,sanderson@example.org,"4606 Michael Heights, Sherritown, FL 68742",5134249746,Bronze,Higgins and Sons,West Johnbury,230-568-4141,LLC,Sea,91,41959.19,50.86,41908.33,233,128,105
2023-08-06,Justin,Electronics,Headphones,660.05,Kimberly Soto,holdenrachel@example.net,"19873 James Skyway Apt. 904, Saundersside, OK 67351",001-249-364-6054x6087,Gold,Higgins and Sons,West Johnbury,230-568-4141,Group,Air,28,18481.4,34.87,18446.53,330,190,140
2022-01-03,NonExistentProduct,Electronics,Headphones,461.09,Terri Clark,nicholebradshaw@example.org,"61199 Charles Prairie Apt. 420, Lake Racheltown, NH 08951",783-201-3858x04972,Gold,Higgins and Sons,West Johnbury,,Ltd,Ground,12,5533.08,75.07,5458.01,270,10,260
2022-03-05,Angela,Toys,Action Figures,38657.0,Chloe Jennings,amy46@example.net,"189 Kayla Place Suite 925, Josephport, IA 60881",001-244-637-7346,Gold,"Thornton, Jackson and Gray",Leslieville,001-575-242-3572x740,and Sons,Air,67,25900.19,92.34,25807.85,418,376,42
2022-08-23,Martha,Books,Fiction,433.1,Jennifer Fernandez,wgillespie@example.org,"30305 Gill Knoll, Fryeborough, KS 75102",774.861.5168,Silver,Randall-Ballard,Popeport,933.564.7029x6917,and Sons,Sea,9,3897.9,68.98,3828.92,74,66,8
2023-08-18,Kristine,Electronics,Headphones,228.82,Kathleen Vazquez,ashleyjones@example.com,"Unit 5732 Box 6408, DPO AP 30949",878-748-7002,Gold,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,and Sons,Sea,43,9839.26,5.49,9833.77,253,151,102
