Date,ProductName,ProductCategory,ProductSubCategory,ProductPrice,CustomerName,CustomerEmail,CustomerAddress,CustomerPhone,CustomerSegment,SupplierName,SupplierLocation,SupplierContact,ShipperName,ShippingMethod,QuantitySold,TotalAmount,DiscountAmount,NetAmount,StockReceived,StockSold,StockOnHand
2023-08-19,Shannon,InvalidCategory,Gardening Tools,68.01,Wendy Marshall,janetmccarty@example.com,"8074 Odonnell Ranch Apt. 073, Emilyton, MN 19372",297.400.0796x24327,Gold,Smith PLC,Lake Candiceton,459-301-8580,Group,Ground,27,1836.2700000000002,20.01,1816.2600000000002,432,372,60
2022-09-10,Robert,Electronics,Mobile,84743.0,Kyle Dickson,,"USS Hahn, FPO AE 80433",+1-789-524-8082x17152,Bronze,Roman-Chambers,Dennischester,001-324-909-1637x2831,and Sons,Sea,79,66946.97,168.84,66778.13,252,146,106
2022-08-05,Robert,Electronics,Mobile,99999.99,Lorraine Stone,david95@example.net,"49726 Bennett Mill Suite 934, Maryhaven, DE 61555",+1-897-556-7734x971,Gold,"Wagner, Jackson and Holt",Port Sarahview,+1-362-752-2777x1817,and Sons,Sea,72,61014.96,131.45,60883.51,158,65,93
2021-12-31,NonExistentProduct,Electronics,Headphones,228.82,Justin Quinn,staylor@example.net,"54230 Douglas Row, Yoderstad, CT 97749",(899)236-0736x47550,Silver,"Wagner, Jackson and Holt",Port Sarahview,+1-362-752-2777x1817,Group,Air,30,6864.599999999999,41.28,6823.32,479,214,265
2023-01-17,Angela,Toys,Action Figures,99999.99,Mitchell Ramirez,murraymary@example.com,"PSC 9725, Box 8077, APO AP 30981",825.351.7871x04434,Silver,Brown-Miller,Seanfort,(502)758-2166,Ltd,Air,75,28992.75,103.95,28888.8,296,260,36
2023-07-21,Jamie,Books,Fiction,930.3,Jeremy Lin,robertsmith@example.net,"866 Christensen Street, North Nicolaschester, ND 94693",470.970.4213x885,Silver,"Ramirez, Hicks and Lara",Dustinmouth,853-738-3918,Inc,Air,98,91169.4,207.66,90961.73999999999,324,86,238
2022-02-01,NonExistentProduct,Toys,Action Figures,386.57,Sydney Morgan,tracygomez@example.org,"368 Hayes Roads Suite 898, Lake Amber, OH 76972",(208)818-8118x305,Bronze,King-Rodriguez,South Lindatown,7724600682,Group,Ground,80,30925.6,82.62,30842.98,463,167,296
2021-11-07,Anthony,Books,Academic,693.39,David Ball,dylan42@example.net,"08167 Santos Glen Apt. 367, Kellymouth, PW 25629",+1-253-880-3031,Bronze,"Ramirez, Hicks and Lara",Dustinmouth,853-738-3918,PLC,Air,10,6933.9,103.6,6830.299999999999,454,334,120
2022-08-21,Martha,Books,Fiction,433.1,Vicki Vargas,melissaphillips@example.com,"055 Alison Path, Stacyton, MO 54620",(200)576-8717x8888,Gold,"Mathis, Olson and Ryan",Herreraland,(906)306-1777x264,LLC,Ground,82,35514.200000000004,66.64,35447.560000000005,63,50,13
2022-08-03,NonExistentProduct,Electronics,Headphones,872.85,Amanda Arnold,cholland@example.com,"59455 Gregory Greens, Michaelfurt, OR 62676",368-912-0553,Gold,Higgins and Sons,West Johnbury,230-568-4141,Group,Ground,80,69828.0,57.87,69770.13,491,351,140
2023-05-31,Michael,Toys,Dolls,InvalidPrice,Roger Barber,rothmichelle@example.org,"11502 Ali Centers, Michaelland, SC 29149",(219)491-0491x50689,Gold,White and Sons,West Scott,288-572-7043,Inc,Air,26,1201.98,11.74,1190.24,79,55,24
2022-12-17,Shannon,Home & Garden,Gardening Tools,0.01,Carrie Morales,wmassey@example.org,"81197 Hill Corners, Woodschester, MP 98740",(395)937-5305x720,Bronze,Smith PLC,Lake Candiceton,459-301-8580,Group,Air,86,5848.860000000001,5.27,5843.59,78,5,73
2021-12-23,Anthony,InvalidCategory,Academic,693.39,Patricia Mann,garysmith@example.net,"66559 Rebecca Road Apt. 310, Georgeside, TX 16125",(647)321-5363x598,Bronze,"Ramirez, Hicks and Lara",Dustinmouth,853-738-3918,Ltd,Ground,35,24268.649999999998,6.91,24261.739999999998,105,22,83
2023-09-12,NonExistentProduct,Electronics,Headphones,228.82,Bradley Lewis,,"9831 Orr Alley Suite 780, Alexanderville, AL 24966",(704)750-9732,Silver,King-Rodriguez,South Lindatown,7724600682,Ltd,Ground,85,19449.7,52.21,19397.49,265,77,188
2023-03-26,Michael,Toys,Dolls,46.23,Daniel Lawson,jamie45@example.net,"638 Amanda Harbors Suite 854, Ramosborough, IL 98384",(344)233-8513x24447,Gold,Randall-Ballard,Popeport,933.564.7029x6917,LLC,Ground,30,1386.8999999999999,13.46,1373.4399999999998,211,84,127
2023-01-30,Martha,Books,Fiction,433.1,Kathryn Wallace,benjamin68@example.com,"489 Rebecca Meadows, Kristinshire, AL 14067",001-614-360-5913x01127,Gold,White and Sons,West Scott,288-572-7043,Group,Ground,76,32915.6,118.83,32796.77,268,115,153
2022-12-14,Fred,Books,Academic,951.53,Melissa Nichols,rcook@example.com,"8779 Sandra View Suite 536, Ryanbury, IA 54427",(323)245-7725x8444,Gold,"Rodriguez, Winters and Perez",Irwinhaven,,LLC,Sea,28,26642.84,193.95,26448.89,406,375,31
01-01-2023,Shawn,Electronics,Headphones,461.09,Latoya Reilly,phillipslisa@example.com,"051 Rios Lodge, South Ricky, MD 68735",+1-965-960-6754x2888,Silver,Roman-Chambers,Dennischester,001-324-909-1637x2831,Inc,Sea,73,33659.57,73.39,33586.18,227,99,128
2023-06-07,Shannon,Home & Garden,Gardening Tools,99999.99,Julie Miller,hannah73@example.com,"38031 Christopher Landing Suite 940, Fisherfort, MO 91247",4354754912,Silver,"Thornton, Jackson and Gray",Leslieville,001-575-242-3572x740,Group,Air,90,6120.900000000001,0.53,6120.370000000001,459,400,59
2022-08-29,Fred,Books,Academic,951.53,Rebecca Dickson,,"USNV Scott, FPO AP 51829",(355)302-4195,Gold,Brown-Miller,Seanfort,,Ltd,Ground,88,83734.64,162.01,83572.63,401,162,239
2023-07-18,Kristine,Electronics,Headphones,InvalidPrice,Sean Rowe,stevenmoody@example.com,"52534 Dixon Shoals Apt. 975, Shelbyport, MS 25676",001-503-626-2824x8961,Bronze,White and Sons,West Scott,288-572-7043,Group,Air,2,457.64,44.37,413.27,351,323,28
2021-11-23,Martha,Books,Fiction,433.1,Traci Cook,michaellang@example.net,"5627 Robert Extensions Apt. 935, Donnaton, CO 81802",472.680.5770x718,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,LLC,Ground,45,19489.5,68.8,19420.7,91,23,68
2021-10-16,Martha,Books,Fiction,433.1,Ashley Murphy,antonio80@example.com,"PSC 9844, Box 6529, APO AE 04098",572.231.3142,Bronze,Higgins and Sons,West Johnbury,230-568-4141,PLC,Sea,94,40711.4,41.6,40669.8,491,383,108
2023-06-27,Jamie,Books,Fiction,930.3,Brian Martinez,masonolson@example.com,"728 Campbell Tunnel Apt. 863, Tiffanyville, CO 42322",001-584-505-4226x334,Silver,Smith PLC,Lake Candiceton,459-301-8580,Inc,Ground,58,53957.399999999994,70.37,53887.02999999999,346,60,286
2022-03-13,Martha,Books,Fiction,433.1,Jason Durham,robertstina@example.org,"Unit 9188 Box 6128, DPO AE 76766",739.606.0557x624,Bronze,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Ltd,Sea,29,12559.900000000001,128.98,12430.920000000002,376,123,253
2023-05-25,Jamie,InvalidCategory,Fiction,930.3,Sheila Patrick,brittanybarrera@example.net,"2766 Gloria Ports, New Sean, WA 34637",001-281-976-2488x2976,Silver,"Mathis, Olson and Ryan",Herreraland,(906)306-1777x264,and Sons,Air,16,14884.8,29.97,14854.83,164,33,131
2022-12-06,Michael,Toys,Dolls,4623.0,Laura Collins,gregorycochran@example.net,"66817 David Manors Suite 536, Shanemouth, NM 42161",676.783.5196x74602,Bronze,Higgins and Sons,West Johnbury,230-568-4141,PLC,Ground,4,184.92,0.95,183.97,492,281,211
2023-04-24,Nathaniel,Electronics,Camera,652.35,Martin Neal,howardjames@example.org,"345 Castro Pines, Raymondhaven, FM 30862",332.449.3708,Silver,Randall-Ballard,Popeport,933.564.7029x6917,PLC,Sea,13,8480.550000000001,19.8,8460.750000000002,301,128,173
2022-07-02,Anthony,Books,Academic,InvalidPrice,Bryan Todd,kimberlylutz@example.com,"USCGC Cole, FPO AP 05176",+1-644-513-6218x894,Bronze,Lee-Miller,South Emilyview,+1-588-750-7646,LLC,Ground,12,8320.68,165.94,8154.740000000001,142,84,58
2022-09-05,Justin,Electronics,Headphones,660.05,Sheila Herrera,,"500 Christian Springs Suite 239, Ericaland, OH 10987",(765)371-6454,Gold,Lee-Miller,South Emilyview,+1-588-750-7646,and Sons,Air,78,51483.899999999994,137.21,51346.689999999995,229,222,7
2022-02-26,Marvin,Clothing,Shirt,995.13,Nicole Haynes,daviddavis@example.org,"585 Harris Spring Suite 986, Kennedystad, CT 81832",001-807-724-2567x8866,Bronze,Smith PLC,Lake Candiceton,459-301-8580,PLC,Air,69,68663.97,272.66,68391.31,138,35,103
11-19-2021,Shawn,Electronics,Headphones,99999.99,William Mitchell,jeffreyfuller@example.com,"0480 Deborah Fords, Debraland, CO 27618",001-444-727-9289x02402,Silver,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,and Sons,Sea,55,25359.949999999997,121.54,25238.409999999996,336,32,304
2022-08-27,Elizabeth,Clothing,Shirt,840.19,Allison Compton,shannon30@example.org,"400 Larry Summit, Garrettton, VI 60590",(875)605-3754,Silver,Campos-Murillo,Lawsontown,822-222-4939,and Sons,Ground,27,22685.13,229.55,22455.58,362,140,222
2022-02-14,NonExistentProduct,Books,Academic,69339.0,Cody Perez,mark87@example.org,"PSC 9240, Box 2618, APO AP 84651",305-386-9030x552,Silver,Smith PLC,Lake Candiceton,459-301-8580,Ltd,Air,98,67952.22,41.56,67910.66,275,45,230
2023-08-19,NonExistentProduct,InvalidCategory,Academic,951.53,Ian Freeman,dnelson@example.com,"Unit 8896 Box 5279, DPO AA 36027",001-575-628-8231x02094,Gold,Higgins and Sons,West Johnbury,230-568-4141,and Sons,Air,55,52334.15,177.51,52156.64,115,86,29
2023-05-29,Shannon,Home & Garden,Gardening Tools,68.01,Mindy Johnson,matthewsbrenda@example.com,"8470 Cook Heights Apt. 233, Howardfurt, VI 40735",738.363.3419,Bronze,White and Sons,West Scott,288-572-7043,Group,Ground,88,5984.88,15.11,5969.77,137,52,85
2022-02-25,Tammy,Home & Garden,Furniture,431.82,Shannon Price,julia29@example.net,"411 Jill Island Suite 208, Jacksonville, VT 74436",+1-906-932-1567x04245,Bronze,Smith PLC,Lake Candiceton,,Ltd,Sea,7,3022.74,4.09,3018.6499999999996,372,134,238
2021-11-16,NonExistentProduct,Electronics,Headphones,651.11,Joseph Patel,richardcastro@example.net,"083 Edwards Throughway Suite 624, Jensenhaven, NM 89699",3799180329,Silver,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,PLC,Sea,84,54693.24,64.99,54628.25,99,15,84
2022-06-13,Shannon,Home & Garden,Gardening Tools,68.01,Michael Stout,,"249 Stewart Via Apt. 146, Morsetown, WY 73209",(209)347-8449,Gold,Higgins and Sons,West Johnbury,230-568-4141,Ltd,Ground,76,5168.76,4.34,5164.42,403,14,389
2022-09-04,Michael,Toys,Dolls,46.23,Mary Nicholson MD,lindalane@example.com,"179 Torres Brooks Apt. 264, Mcphersonstad, WA 98214",001-609-601-0830x28579,Silver,"Rodriguez, Winters and Perez",Irwinhaven,6538306661,and Sons,Air,74,3421.02,5.73,3415.29,207,203,4
2022-07-15,Nathaniel,Electronics,Camera,652.35,Brandy Warren,bjimenez@example.net,"PSC 4558, Box 3851, APO AE 02912",(763)783-7665x5975,Bronze,Lee-Miller,South Emilyview,+1-588-750-7646,Ltd,Ground,26,16961.100000000002,153.45,16807.65,338,89,249
2023-05-06,NonExistentProduct,Electronics,Headphones,228.82,Douglas Wilson,joshuajohnson@example.org,"2335 Cantu Islands, Campbellhaven, ME 85702",+1-369-698-3277x67319,Bronze,Randall-Ballard,Popeport,933.564.7029x6917,LLC,Air,85,19449.7,12.15,19437.55,372,329,43
2023-01-24,Tammy,Home & Garden,Furniture,431.82,Ernest Doyle,bridgescharles@example.net,"51523 Kim Field Apt. 836, South Terrimouth, MH 14663",372-719-2870,Silver,Peck Group,West Lindafurt,+1-838-976-6137,Inc,Air,76,32818.32,4.02,32814.3,55,13,42
2023-03-03,Elizabeth,Clothing,Shirt,840.19,Nichole Roberson,martinezbeth@example.org,"1179 Patterson View Apt. 742, North Douglastown, TN 11326",(213)793-5250x94446,Bronze,Lee-Miller,South Emilyview,+1-588-750-7646,Inc,Ground,45,37808.55,251.44,37557.11,328,3,325
2022-07-26,Angela,Toys,Action Figures,386.57,John Williams,michaelmartin@example.net,"447 Nguyen Islands Suite 072, Jasonton, IA 62625",8502379711,Gold,Brown-Miller,Seanfort,,LLC,Air,54,20874.78,5.81,20868.969999999998,408,48,360
2021-12-14,Kristine,Electronics,Headphones,228.82,Thomas Mcdonald,lisadoyle@example.org,"438 Allen Junctions, Roblesborough, NV 22946",(497)232-4264,Gold,"Mathis, Olson and Ryan",Herreraland,,Inc,Sea,88,20136.16,62.02,20074.14,446,274,172
2023-03-09,Justin,Electronics,Headphones,660.05,Judith Jackson,merceranthony@example.org,"9419 Joseph Extensions Suite 953, Whiteberg, WI 84488",976-780-1284,Silver,Roman-Chambers,Dennischester,001-324-909-1637x2831,Group,Sea,45,29702.249999999996,118.14,29584.109999999997,51,42,9
2021-12-08,NonExistentProduct,Electronics,Mobile,847.43,Thomas Braun,thomas54@example.net,"1800 Tanya Forge, West Shannon, WY 71709",296.314.2332x2672,Bronze,Lee-Miller,South Emilyview,+1-588-750-7646,and Sons,Ground,29,24575.469999999998,206.19,24369.28,315,122,193
2022-02-10,NonExistentProduct,Home & Garden,Furniture,0.01,Robert Rosales,heather83@example.com,"49529 Evans Mountain Suite 588, North Teresa, WY 12807",001-484-502-9772x8736,Silver,"Mack, Wright and Mclaughlin",Alexandrachester,856-399-9995x715,Ltd,Sea,37,15977.34,3.45,15973.89,495,308,187
09-05-2022,Fred,Books,Academic,951.53,Eric Gonzales,zroberts@example.com,"596 Natalie Landing Apt. 154, Port Ericburgh, FL 13140",(699)319-2102x44276,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,Inc,Sea,6,5709.18,61.25,5647.93,131,49,82
2022-06-26,Cynthia,InvalidCategory,Headphones,0.01,James Cruz,dawn76@example.org,"0413 Sanders Groves, Timothyhaven, ME 55663",4996676646,Silver,"Thornton, Jackson and Gray",Leslieville,,PLC,Ground,1,872.85,202.95,669.9000000000001,250,165,85
2022-12-10,Amy,Home & Garden,Decor,InvalidPrice,Jacob Moss,erin67@example.net,"32244 Mary River Suite 204, Robinsonton, AK 50240",843.808.5460x77928,Gold,"Mack, Wright and Mclaughlin",Alexandrachester,856-399-9995x715,and Sons,Sea,12,4368.12,67.7,4300.42,227,183,44
2023-01-27,NonExistentProduct,Home & Garden,Gardening Tools,68.01,Brian Trujillo,brookeyoung@example.net,"3353 Leslie Key Apt. 682, Cindyberg, WI 11062",839-653-8936,Gold,Roman-Chambers,Dennischester,001-324-909-1637x2831,Ltd,Sea,6,408.06000000000006,4.65,403.4100000000001,194,14,180
07-16-2023,Robert,Electronics,Mobile,847.43,Katrina Reeves,elizabethmullen@example.com,"7794 Holly Corner, Marisabury, PA 40358",+1-280-731-9129x712,Bronze,"Wagner, Jackson and Holt",Port Sarahview,+1-362-752-2777x1817,Group,Air,8,6779.44,239.35,6540.089999999999,137,100,37
05-15-2023,NonExistentProduct,Books,Non-fiction,642.11,Matthew Barron,jeremykennedy@example.org,"1833 Davis Mill Apt. 895, Loriborough, DC 94891",410-276-4693x8744,Silver,Peck Group,West Lindafurt,+1-838-976-6137,Group,Sea,9,5778.99,37.79,5741.2,185,175,10
2022-02-28,Shannon,Home & Garden,Gardening Tools,0.01,April Hood,harry27@example.net,"725 Michael Lights, South Christopher, AL 28499",214.944.4968,Bronze,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,LLC,Air,95,6460.950000000001,12.49,6448.460000000001,215,124,91
2021-12-08,Cynthia,Electronics,Headphones,872.85,Justin Wilson,qsnyder@example.com,"76229 Smith Shoal Apt. 784, Rhodesfort, MT 30328",2814558711,Gold,Roman-Chambers,Dennischester,001-324-909-1637x2831,Group,Ground,72,62845.200000000004,243.57,62601.630000000005,103,64,39
07-28-2022,Tammy,Home & Garden,Furniture,431.82,Christopher Evans,jack85@example.com,"1831 Robles Lake Apt. 036, Deleonton, MP 32920",2856938956,Silver,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Group,Ground,50,21591.0,56.6,21534.4,378,71,307
04-18-2023,Martha,Books,Fiction,433.1,Zachary Vega,mortonjessica@example.net,"709 Davis Expressway Suite 271, Braunmouth, WI 52220",204.871.1495x4738,Bronze,"Rodriguez, Winters and Perez",Irwinhaven,6538306661,and Sons,Sea,54,23387.4,30.84,23356.56,384,30,354
2021-11-07,NonExistentProduct,Toys,Educational,268.61,Ariana Benson,vincentbrown@example.org,"94335 Hernandez Courts, Fullershire, VI 06250",001-780-560-3050,Gold,Randall-Ballard,Popeport,933.564.7029x6917,and Sons,Sea,5,1343.0500000000002,14.5,1328.5500000000002,335,317,18
03-01-2023,NonExistentProduct,InvalidCategory,Dolls,46.23,Jake Conner,james61@example.com,"PSC 9779, Box 8938, APO AP 45809",4243318986,Silver,King-Rodriguez,South Lindatown,7724600682,PLC,Sea,41,1895.4299999999998,0.92,1894.5099999999998,409,408,1
04-29-2023,Amy,Home & Garden,Decor,364.01,Amanda Cole,woodardrobin@example.com,"09015 Graham Square, Scottberg, VT 31207",589-234-6519x00899,Bronze,"Wagner, Jackson and Holt",Port Sarahview,+1-362-752-2777x1817,and Sons,Air,87,31668.87,12.77,31656.1,382,108,274
2023-07-01,NonExistentProduct,Toys,Action Figures,386.57,Katie Young,vgray@example.com,"1823 Eric Row Apt. 552, Wilsonbury, DC 19482",895.471.9626x50074,Gold,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Ltd,Ground,87,33631.59,10.72,33620.869999999995,426,34,392
2022-08-17,Michael,Toys,Dolls,4623.0,Glenn Houston,nkim@example.net,"577 Randy Trail Suite 692, Singletonview, PW 85802",(522)294-7447,Silver,Brown-Miller,Seanfort,(502)758-2166,Group,Air,73,3374.79,7.53,3367.2599999999998,403,245,158
2023-08-04,Amy,Home & Garden,Decor,364.01,Darryl Morris,,"33349 Timothy Stravenue, Michaelside, NY 33728",+1-484-602-7650x5909,Gold,"Rodriguez, Winters and Perez",Irwinhaven,6538306661,Group,Ground,1,364.01,43.88,320.13,59,2,57
2021-11-27,Michael,Toys,Dolls,46.23,Gina Hanson,,"PSC 6337, Box 7496, APO AP 33374",8598171321,Gold,"Rodriguez, Winters and Perez",Irwinhaven,6538306661,Inc,Ground,34,1571.82,7.96,1563.86,435,62,373
2022-05-11,Cynthia,Electronics,Headphones,872.85,Daniel Johnson,maciasanita@example.net,"947 Williams Locks Apt. 069, Kristaland, WY 62255",3062827668,Silver,Higgins and Sons,West Johnbury,230-568-4141,Group,Ground,70,61099.5,214.68,60884.82,441,113,328
2022-04-04,Tammy,InvalidCategory,Furniture,431.82,James Wagner,,"4318 Rachel Neck Apt. 645, Samanthaside, UT 08237",001-983-266-9743x07779,Bronze,Brown-Miller,Seanfort,(502)758-2166,Group,Ground,46,19863.72,59.95,19803.77,309,169,140
2022-04-22,Pamela,Electronics,Headphones,651.11,Angela Jones,brady86@example.com,"9567 Eric Row Suite 379, West Curtis, NE 79311",+1-498-230-8677x7156,Gold,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,and Sons,Sea,24,15626.64,149.13,15477.51,273,198,75
09-13-2023,Martha,Books,Fiction,433.1,Hunter Wood,halljames@example.com,"98059 Marisa Mountains, Whiteton, VA 52280",493.347.4868x9482,Silver,Smith PLC,Lake Candiceton,459-301-8580,PLC,Air,94,40711.4,79.08,40632.32,396,294,102
2023-08-15,Kristine,Electronics,Headphones,228.82,Charles Gutierrez,xcortez@example.net,"1637 Kelly Roads, Leemouth, WV 91056",(783)864-3670,Bronze,"Wagner, Jackson and Holt",Port Sarahview,+1-362-752-2777x1817,PLC,Air,28,6406.96,53.82,6353.14,138,137,1
03-23-2023,Shannon,Home & Garden,Gardening Tools,68.01,Daniel Terry,sarahoneal@example.org,"45774 Lisa Forks Apt. 337, Jacksonhaven, MD 92103",3919657008,Gold,"Wagner, Jackson and Holt",Port Sarahview,+1-362-752-2777x1817,and Sons,Ground,86,5848.860000000001,15.3,5833.56,390,20,370
2023-01-17,Cynthia,Electronics,Headphones,InvalidPrice,Charles Murphy,karafields@example.com,"742 Ingram Stravenue Suite 878, Moyerton, OK 18667",6064049067,Bronze,Roman-Chambers,Dennischester,001-324-909-1637x2831,PLC,Sea,87,75937.95,173.22,75764.73,82,17,65
2022-10-24,Tammy,Home & Garden,Furniture,43182.0,Tyler Black,andersonmegan@example.com,"776 Sarah Rue Suite 727, Jordanchester, MP 81488",223-922-7676x3758,Silver,Randall-Ballard,Popeport,933.564.7029x6917,PLC,Air,7,3022.74,33.35,2989.39,442,20,422
2022-09-21,NonExistentProduct,Clothing,Shirt,995.13,Katrina Gonzalez,phillipsmith@example.org,"4488 Hannah Drive, New Rebekahville, MA 16889",(233)748-3009,Silver,Campos-Murillo,Lawsontown,822-222-4939,LLC,Air,41,40800.33,286.2,40514.130000000005,171,10,161
2022-04-11,Michael,Toys,Dolls,46.23,Marie Munoz,paul77@example.org,"901 Watson Meadows Apt. 732, Curryton, UT 82799",+1-445-497-4755,Gold,Peck Group,West Lindafurt,+1-838-976-6137,Group,Sea,74,3421.02,12.0,3409.02,491,469,22
2022-11-25,Elizabeth,Clothing,Shirt,840.19,Jonathan Pearson,collinswalter@example.org,"04333 Mendoza Canyon, Port Sharon, CA 67049",287.623.5704x80271,Bronze,"Thornton, Jackson and Gray",Leslieville,001-575-242-3572x740,Group,Air,36,30246.840000000004,245.72,30001.120000000003,65,29,36
2022-03-03,Justin,Electronics,Headphones,660.05,Michael Nelson,,"Unit 0890 Box 9515, DPO AE 33915",+1-753-920-7673,Bronze,Roman-Chambers,Dennischester,001-324-909-1637x2831,Ltd,Air,11,7260.549999999999,58.42,7202.129999999999,233,62,171
2023-03-05,Kristine,Electronics,Headphones,228.82,Julie Bell,eferguson@example.org,"3715 Elliott Burg Suite 271, East Peter, IA 40373",001-499-950-1894x2604,Bronze,King-Rodriguez,South Lindatown,,Inc,Air,4,915.28,1.7,913.5799999999999,300,271,29
2022-03-03,Kristine,Electronics,Headphones,228.82,Richard Combs,,"1916 Whitney Crest Apt. 031, North Jeremychester, AL 26746",267-702-6722x9750,Bronze,"Thornton, Jackson and Gray",Leslieville,001-575-242-3572x740,Inc,Ground,4,915.28,21.6,893.68,165,73,92
2022-04-12,Katie,Books,Non-fiction,InvalidPrice,Michael Johnston,tonicarter@example.com,"7612 William Courts, West Briannaville, RI 50329",(959)757-7973x668,Silver,Peck Group,West Lindafurt,+1-838-976-6137,PLC,Air,65,41737.15,122.45,41614.700000000004,424,89,335
2023-09-26,Tammy,Home & Garden,Furniture,431.82,Jeffrey Brewer,cuevastammy@example.com,"418 Mercado Knoll Apt. 054, Port Leslieborough, MS 42742",365-787-5544x7890,Gold,Smith PLC,Lake Candiceton,459-301-8580,Inc,Ground,26,11227.32,63.76,11163.56,426,171,255
2022-10-09,Anthony,Books,Academic,99999.99,Jason Holmes,sara99@example.com,"PSC 1103, Box 1098, APO AA 80231",687-263-1875x22131,Bronze,"Mack, Wright and Mclaughlin",Alexandrachester,856-399-9995x715,LLC,Air,16,11094.24,162.03,10932.21,72,67,5
2023-01-12,Justin,Electronics,Headphones,660.05,Crystal Johnson,heather77@example.com,"288 Curry Harbor Apt. 756, Port Josephberg, WI 56650",(709)812-9223x68869,Silver,Brown-Miller,Seanfort,(502)758-2166,LLC,Sea,2,1320.1,11.55,1308.55,282,39,243
2023-08-19,Fred,Books,Academic,951.53,David Smith,pherrera@example.com,"871 Kelsey Squares Suite 826, North Walter, IL 94206",909.552.2668x56904,Gold,Smith PLC,Lake Candiceton,459-301-8580,and Sons,Sea,36,34255.08,189.28,34065.8,151,62,89
2022-03-05,Angela,Toys,Action Figures,38657.0,Chloe Jennings,amy46@example.net,"189 Kayla Place Suite 925, Josephport, IA 60881",001-244-637-7346,Gold,"Thornton, Jackson and Gray",Leslieville,001-575-242-3572x740,and Sons,Air,67,25900.19,92.34,25807.85,418,376,42
2022-03-15,Robert,Electronics,Mobile,0.01,Martha Huff,,"6089 Ortiz Rue Suite 342, East Victorfort, OH 27259",+1-445-674-9174x4485,Gold,"Rodriguez, Winters and Perez",Irwinhaven,6538306661,Inc,Sea,45,38134.35,209.69,37924.659999999996,211,154,57
2023-01-01,Cynthia,Electronics,Headphones,872.85,Sarah Harris,lindsey72@example.net,"0787 Jacobs Parks, West Zacharyborough, VA 94981",(611)881-3967,Silver,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,PLC,Sea,32,27931.2,240.89,27690.31,187,7,180
2021-12-10,Elizabeth,Clothing,Shirt,84019.0,Daniel Rogers,vhess@example.com,"627 Michelle Brooks, Jessicahaven, IL 68709",+1-759-716-0071x76861,Bronze,King-Rodriguez,South Lindatown,7724600682,PLC,Sea,18,15123.420000000002,64.86,15058.560000000001,499,49,450
2022-10-24,NonExistentProduct,Electronics,Camera,652.35,George Morales,,"0132 Frank Plaza, New Mauricebury, WI 82663",(771)450-9722x564,Bronze,Campos-Murillo,Lawsontown,822-222-4939,Inc,Ground,99,64582.65,100.27,64482.380000000005,430,384,46
2023-04-29,Katie,Books,Non-fiction,642.11,Kelly Dickerson,kscott@example.net,"5644 Cindy Rapid, Michaelchester, SC 85205",325.731.7265,Bronze,Peck Group,West Lindafurt,+1-838-976-6137,Group,Air,29,18621.19,84.32,18536.87,72,14,58
2022-11-27,Kristine,Electronics,Headphones,228.82,Aaron Lambert,charles02@example.com,"86594 Eddie Vista, East Patrick, NH 85997",544-233-5572x045,Gold,Campos-Murillo,Lawsontown,822-222-4939,Group,Ground,39,8923.98,6.88,8917.1,185,31,154
2021-11-15,Pamela,Electronics,Headphones,651.11,Stephanie Madden,wherrera@example.org,"07422 Laurie Extension Apt. 378, New Brett, UT 81580",001-420-510-3872,Silver,"Ramirez, Hicks and Lara",Dustinmouth,853-738-3918,PLC,Ground,85,55344.35,84.72,55259.63,340,303,37
2023-05-12,Justin,Electronics,Headphones,660.05,Deborah Johnson,danielsjames@example.com,"Unit 7959 Box 1729, DPO AE 54204",481-606-7639x9043,Bronze,"Ramirez, Hicks and Lara",Dustinmouth,853-738-3918,and Sons,Air,8,5280.4,65.99,5214.41,494,248,246
2023-04-30,NonExistentProduct,Books,Non-fiction,642.11,Mark Lawrence,xjackson@example.net,"222 Darius Prairie, North Gregoryfort, OR 39578",927.640.0053,Silver,Smith PLC,Lake Candiceton,459-301-8580,Group,Air,29,18621.19,31.26,18589.93,214,40,174
03-15-2022,Angela,Toys,Action Figures,38657.0,Samantha Bentley,jenniferreed@example.com,"2954 Jennifer Mountains Suite 903, South Patrick, ND 80534",690.377.4515x066,Silver,Higgins and Sons,West Johnbury,230-568-4141,LLC,Ground,32,12370.24,49.13,12321.11,133,86,47
2022-12-31,Jamie,Books,Fiction,InvalidPrice,Cassandra Nelson,vowen@example.net,"7026 Jodi Loaf, North Davidport, NE 39054",(721)476-7258x5718,Bronze,"Rodriguez, Winters and Perez",Irwinhaven,6538306661,PLC,Sea,77,71633.09999999999,18.29,71614.81,234,133,101
